user_id,role,account_created_at,trust_score,verified_fan
U100387,user,2023-08-11 17:57:41.164336,48.7,1
U100388,user,2025-11-14 01:57:17.344971,76.7,0
U100389,user,2025-03-09 16:43:03.045650,77.0,0
U100390,user,2024-03-15 19:54:32.501114,47.0,0
U100391,user,2025-12-28 19:34:21.919252,73.4,1
U100392,user,2025-08-16 20:00:11.709519,81.0,0
U100393,user,2025-01-29 00:22:37.033889,75.6,0
U100394,user,2024-06-11 15:31:16.738964,79.5,0
U100395,user,2024-01-27 15:37:49.690321,48.9,1
U100396,user,2025-10-09 11:56:43.808982,75.0,0
U100397,user,2025-12-14 08:28:24.585003,65.5,0
U100398,user,2025-10-07 15:44:03.008291,62.8,1
U100399,user,2025-06-12 18:24:48.527232,83.1,0
U100400,user,2025-10-26 19:18:58.456247,92.2,0
U100401,user,2025-09-15 15:34:37.837163,96.9,0
U100402,user,2025-01-11 06:10:41.390702,89.7,0
U100403,user,2025-12-27 14:33:47.427286,68.4,0
U100404,user,2024-10-13 20:45:39.615360,75.3,1
U100405,user,2025-12-26 17:08:05.685002,81.5,0
U100406,user,2025-05-06 14:42:35.160919,71.8,0
U100407,user,2025-12-17 05:40:59.678035,72.0,1
U100408,user,2025-10-12 23:42:00.335002,82.4,0
U100409,user,2025-08-07 23:20:52.583467,69.1,0
U100410,user,2024-07-06 04:13:39.219540,59.1,1
U100411,user,2025-11-08 01:03:51.982000,63.8,0
U100412,user,2023-05-05 12:30:54.857289,79.5,1
U100413,user,2024-07-05 10:52:17.142464,70.0,1
U100414,user,2025-12-12 04:43:36.259466,75.1,0
U100415,user,2025-12-29 18:23:35.828925,80.1,0
U100416,user,2025-11-19 13:17:52.696629,64.4,0
U100417,user,2025-05-02 08:08:56.370153,81.3,0
U100418,user,2021-10-11 17:24:07.595461,75.7,0
U100419,user,2025-10-04 04:49:46.179094,51.5,0
U100420,user,2025-01-16 14:06:19.193300,91.6,1
U100421,user,2025-12-11 00:43:01.483619,62.5,1
U100422,user,2024-12-06 15:32:42.252180,45.2,1
U100423,user,2024-08-21 23:05:38.572331,54.3,0
U100424,user,2024-06-25 17:58:27.755834,54.7,0
U100425,user,2024-06-17 07:13:05.799494,70.8,0
U100426,user,2024-11-15 15:02:15.456302,65.9,0
U100427,user,2025-12-10 19:14:40.266802,64.9,1
U100428,user,2025-06-08 23:28:08.536099,79.3,0
U100429,user,2025-09-13 21:58:16.369284,75.1,0
U100430,user,2025-09-05 21:11:19.967886,74.7,1
U100431,user,2024-06-21 14:18:53.495250,76.1,0
U100432,user,2024-07-11 05:19:41.180517,79.2,0
U100433,user,2025-03-14 15:37:58.481924,38.4,0
U100434,user,2025-10-30 02:36:57.170516,64.5,0
U100435,user,2025-03-31 09:21:33.286806,37.3,1
U100436,user,2025-10-21 03:24:58.292255,70.5,0
U100437,user,2024-12-25 20:45:22.609706,69.9,1
U100438,user,2025-11-13 15:14:58.766447,85.7,1
U100439,user,2025-03-11 01:25:01.744716,87.8,1
U100440,user,2025-09-04 04:22:46.965579,73.0,0
U100441,user,2025-12-08 09:03:28.480493,62.5,0
U100442,user,2025-01-20 23:31:59.298467,77.3,1
U100443,user,2025-11-30 06:21:18.261886,62.1,0
U100444,user,2023-01-28 17:51:44.381053,70.0,0
U100445,user,2025-07-20 06:50:32.526000,84.8,1
U100446,user,2025-10-04 05:16:42.476276,61.6,0
U100447,user,2025-11-12 03:20:38.753414,82.1,1
U100448,user,2025-07-02 15:09:58.645211,80.2,1
U100449,user,2025-01-18 05:19:00.374971,55.7,1
U100450,user,2024-10-13 22:49:07.058313,84.6,0
U100451,user,2025-05-26 05:45:22.233105,80.5,1
U100452,user,2023-09-07 02:02:41.201013,71.5,0
U100453,user,2024-12-09 02:22:39.085809,58.6,1
U100454,user,2025-11-17 09:22:32.456973,57.1,1
U100455,user,2023-10-14 23:19:49.538750,61.9,1
U100456,user,2025-09-22 00:55:58.715698,78.1,0
U100457,user,2023-09-04 00:06:57.303485,55.7,0
U100458,user,2025-10-15 10:37:08.193124,76.6,0
U100459,user,2025-08-22 12:53:29.569810,51.4,0
U100460,user,2025-03-20 10:54:04.340238,66.9,0
U100461,user,2025-12-13 13:53:59.854160,71.6,0
U100462,user,2024-03-13 11:51:37.828563,100.0,0
U100463,user,2025-09-10 20:15:46.181583,49.3,1
U100464,user,2025-10-28 04:17:23.913509,92.1,1
U100465,user,2025-12-16 19:45:28.954285,72.2,0
U100466,user,2025-12-25 15:09:55.374260,76.2,1
U100467,user,2025-12-24 17:04:54.655458,71.8,0
U100468,user,2025-09-27 16:07:28.777077,76.7,0
U100469,user,2025-10-01 17:10:38.838709,67.7,0
U100470,user,2025-04-20 20:37:18.748258,91.8,1
U100471,user,2024-06-07 11:54:57.752439,63.2,1
U100472,user,2025-03-13 20:33:15.721323,87.0,1
U100473,user,2025-04-03 09:14:41.571782,60.3,1
U100474,user,2025-08-15 12:57:37.570986,69.1,1
U100475,user,2025-05-03 23:52:23.658776,53.9,0
U100476,user,2025-06-14 20:15:04.208306,76.8,0
U100477,user,2025-12-18 13:51:02.051001,91.7,0
U100478,user,2025-10-25 19:40:49.680445,68.8,1
U100479,user,2025-10-28 04:24:29.763285,67.0,0
U100480,user,2025-12-12 18:50:52.158829,53.3,0
U100481,user,2025-09-08 15:26:37.368873,66.6,1
U100482,user,2025-12-17 04:06:42.876058,46.1,0
U100483,user,2024-12-20 22:10:34.624687,56.3,1
U100484,user,2024-12-12 01:24:26.804693,73.4,0
U100485,user,2025-12-05 01:35:30.058679,89.8,1
U100486,user,2025-12-10 10:57:53.442570,100.0,1
U100487,user,2023-11-10 13:36:09.649444,61.2,0
U100488,user,2025-10-14 13:45:02.050389,91.5,1
U100489,user,2025-07-08 20:46:37.461936,73.7,0
U100490,user,2025-07-31 07:39:29.568150,67.7,0
U100491,user,2025-02-16 16:35:38.723839,76.5,0
U100492,user,2025-04-16 20:43:23.391601,70.9,1
U100493,user,2024-06-07 21:01:58.954122,71.7,0
U100494,user,2025-11-14 20:55:26.955541,63.9,0
U100495,user,2025-04-17 20:21:50.014080,49.0,1
U100496,user,2025-09-15 13:26:55.497651,46.8,0
U100497,user,2025-07-06 07:04:14.181435,79.8,0
